,val_loss,val_acc,loss,acc
0,2.4927299363272533,0.08580937875168664,2.4983494435092646,0.08523739210758179
1,2.48776684488569,0.08689484532390322,2.4900480067998267,0.08622818076054767
2,2.4844018050602505,0.08839670036520277,2.4859093623145982,0.08772503424112436
3,2.481093781335013,0.09068934512989861,2.4825288352475674,0.08971507095063998
4,2.477055106844221,0.09337845018931798,2.47879426655662,0.09240938136144466
5,2.4714573451450894,0.09637397740568433,2.4738839860897737,0.0955987319925207
6,2.462995801653181,0.10056707688740321,2.466692503625557,0.09925525194674827
7,2.4494712012154713,0.10973337931292397,2.4555170957681836,0.10581082560816761
8,2.4279048442840576,0.1221678267632212,2.437547383201084,0.11772016004638274
9,2.394427912575858,0.13858361542224884,2.40966205044958,0.1319571203549192
10,2.346689667020525,0.16329555639198848,2.367825723537678,0.15410372993378776
11,2.288229193006243,0.17824934422969818,2.3116150967944473,0.17387701796182098
12,2.2360221317836215,0.2005348312003272,2.250767509270328,0.1970185814754756
13,2.2105580398014615,0.20720670052937099,2.2071380423579567,0.21427405124883558
14,2.2005653381347656,0.20858435119901383,2.188447581993422,0.21653682544492064
15,2.1941304888044084,0.20956874319485255,2.1806856435978146,0.2174421276693559
16,2.18998578616551,0.2105602558170046,2.17585724956353,0.21828456448205413
17,2.189283915928432,0.2109848324741636,2.172656305349908,0.21917320658539652
18,2.1852942534855435,0.2121909431048802,2.169827883649869,0.22010535701294803
19,2.1818437576293945,0.21335221827030182,2.1671573272472027,0.22117073680618568
20,2.180046422140939,0.21445654119764054,2.1647392001566015,0.22222163616844312
21,2.1775239876338413,0.2156384480851037,2.1623784713806447,0.22335430692246488
22,2.175536905016218,0.21672854466097696,2.1603145982674845,0.22456477141648626
23,2.174133062362671,0.21829232360635484,2.158044915490595,0.22579196459610745
24,2.1715308598109653,0.21978848321097239,2.156131090458566,0.22728727815427197
25,2.170823948723929,0.22057998180389404,2.154484221406305,0.2287835577005742
26,2.1672099317823137,0.22302282069410598,2.1520735021572786,0.23035340087781764
27,2.1652563980647495,0.22483216651848384,2.1501182313900666,0.23194054684263335
28,2.1623678547995433,0.2265183734042304,2.1478161750499076,0.23373775850154963
29,2.159691538129534,0.22897436576230185,2.1453916957524046,0.2359187595809771
30,2.157503843307495,0.23092500226838247,2.1423735173952156,0.23847388282082854
31,2.1533410208565846,0.23433727877480642,2.1395256304664243,0.24096774101448978
32,2.1494247913360596,0.23709186911582947,2.1360065737721237,0.24375080190287526
33,2.144869259425572,0.23957099871976034,2.1320696344712924,0.2462824105833121
34,2.1409733295440674,0.24138603678771428,2.1271854719548364,0.2488172192282232
35,2.1341958727155412,0.24599339067935944,2.1220097986448234,0.2519256360469524
36,2.1246258531297957,0.25216169016701834,2.114616109627236,0.2569285374362369
37,2.1143811430249895,0.25708755425044466,2.1058617527461894,0.26172426160892104
38,2.1006529671805247,0.2615119687148503,2.0950671116255486,0.26626987165960087
39,2.084144081388201,0.26572820969990324,2.08013412270132,0.27063200759351064
40,2.0585495744432722,0.2733567144189562,2.061294362476018,0.2762937478697185
41,2.022627489907401,0.28605878353118896,2.033667973000137,0.28497329085969464
42,1.973904081753322,0.3023432493209839,1.994692687819625,0.29857102218548204
43,1.910056233406067,0.3362905425684793,1.942891230153884,0.3211906936582645
44,1.8244584798812866,0.37852118270737783,1.8729113259882788,0.3578978193342877
